turnId,timestampUtc,task,branch,tag,headAfter,testsPassed,testsFailed,coverageDeltaPct
1,2025-10-02T23:02:16Z,TASK 01 - Initialize Project,feat/initialize-project-turn1,turn/1,HEAD,1,0,0.0
2,2025-10-03T00:25:40Z,execute turn 2,feat/shopping-cart-turn2,turn/2,HEAD,5,0,0.0
